1    0.025544
2    0.037871
3    0.051219
4    0.065151
5    0.078464
6    0.091730
7    0.105816
8    0.119347
9    0.133737
10    0.148554
11    0.163551
12    0.178533
13    0.191271
14    0.207871
15    0.213110
16    0.238063
17    0.251612
18    0.265931
19    0.282338
20    0.292173
21    0.312298
22    0.326989
23    0.342838
24    0.363969
25    0.367777
26    0.392535
27    0.494966
28    0.418755
29    0.433841
30    0.448332
31    0.466049
32    0.476958
33    0.494545
34    0.511270
35    0.528467
36    0.543073
37    0.556180
38    0.585048
39    0.589699
40    0.585372
41    0.620908
42    0.632797
43    0.653615
44    0.667105
45    0.697287
46    0.700938
47    0.715143
48    0.706740
49    0.743480
50    0.760752
51    0.781384
52    0.796311
53    0.810703
54    0.823781
55    0.830679
56    0.855244
57    0.869296
58    0.887630
59    0.919972
60    0.920574
61    0.930379
62    0.945961
63    0.976094
64    0.989857
65    1.002647
66    1.030129
67    1.037245
68    1.050874
69    1.065349
70    1.065376
71    1.080130
72    1.098739
73    1.131032
74    1.127059
75    1.142270
76    1.165693
77    1.175314
78    1.179953
79    1.201871
80    1.242615
81    1.233255
82    1.251506
83    1.267533
84    1.283142
